SpeciesName,Genus,Family,Order,Class,Phylum,spec_code,Lmax,TL (trophic level),DepthRangeDeep,K,tm (age of maturity),tmax (maximum age),Lm (length of maturity),EnvTemp,DemersPelag,environment,Marine,Brackish,Freshwater,Macroinvert?,Edible?,FisheriesImportance
Mursia aspera,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,154827,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia australiensis,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,162171,,,320,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia bicristimana,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,173982,,,787,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia hawaiiensis,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,20091,,,1252,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia longispina,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,162172,,,397,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia microspina,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,153118,,,420,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia musorstomia,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,162173,,,575,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia poupini,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,155919,,,650,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia spinimanus,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,20092,,,245,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mursia trispinosa,Mursia,Calappidae,Decapoda,Malacostraca,Arthropoda,162174,,,265,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Paracyclois atlantis,Paracyclois,Calappidae,Decapoda,Malacostraca,Arthropoda,20093,4.55,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Platymera gaudichaudii,Platymera,Calappidae,Decapoda,Malacostraca,Arthropoda,20094,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aqaballianassa aqabaensis,Aqaballianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,106181,,,14,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Biffarius biformis,Biffarius,Callianassidae,Decapoda,Malacostraca,Arthropoda,14372,,,15,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Biffarius fragilis,Biffarius,Callianassidae,Decapoda,Malacostraca,Arthropoda,14373,,,10,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Biffarius pacificus,Biffarius,Callianassidae,Decapoda,Malacostraca,Arthropoda,154523,,,30,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Callianassa joculatrix,Callianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,130833,,,330,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Callianassa modesta,Callianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,130834,,,170,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Callianassa petalura,Callianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,15004,,,,,,,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,commercial
Callianassa subterranea,Callianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,14762,,2,,,,3,0.7,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Callianassa turnerana,Callianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,15005,,,,,,,,tropical,benthic,"marine, brackish, freshwater",TRUE,TRUE,TRUE,Yes,,commercial
Calliax lobata,Calliax,Callianassidae,Decapoda,Malacostraca,Arthropoda,14768,,,21,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Calliaxina punica,Calliaxina,Callianassidae,Decapoda,Malacostraca,Arthropoda,140974,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Caviallianassa thailandica,Caviallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,172407,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cheramus marginatus,Cheramus,Callianassidae,Decapoda,Malacostraca,Arthropoda,14743,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cheramus propinquus,Cheramus,Callianassidae,Decapoda,Malacostraca,Arthropoda,161766,,,300,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cheramus sibogae,Cheramus,Callianassidae,Decapoda,Malacostraca,Arthropoda,155372,,,309,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Corallianassa articulata,Corallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,152891,,,5,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Corallianassa collaroy,Corallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,155390,,,5,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Corallianassa coutierei,Corallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,155391,,2,15,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Corallianassa longiventris,Corallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,26158,13,2,4,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eucalliax aequimana,Eucalliax,Callianassidae,Decapoda,Malacostraca,Arthropoda,155769,,,1,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Gilvossius setimanus,Gilvossius,Callianassidae,Decapoda,Malacostraca,Arthropoda,15007,,,134,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Glypturus acanthochirus,Glypturus,Callianassidae,Decapoda,Malacostraca,Arthropoda,26159,13.2,2,91,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Glypturus armatus,Glypturus,Callianassidae,Decapoda,Malacostraca,Arthropoda,14769,14,,20,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lepidophthalmus jamaicense,Lepidophthalmus,Callianassidae,Decapoda,Malacostraca,Arthropoda,14382,,,,,,,,tropical,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Lepidophthalmus louisianensis,Lepidophthalmus,Callianassidae,Decapoda,Malacostraca,Arthropoda,14383,,,2,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lepidophthalmus richardi,Lepidophthalmus,Callianassidae,Decapoda,Malacostraca,Arthropoda,141082,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Necallianassa acanthura,Necallianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,140971,,,4,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus calmani,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,165646,,,50,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus frouini,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,155956,,,18,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus grandimana,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,15011,0.82,,2,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus jousseaumei,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,155957,,,50,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus maryae,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,141084,,,5,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus mucronatus,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,139350,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neocallichirus rathbunae,Neocallichirus,Callianassidae,Decapoda,Malacostraca,Arthropoda,14684,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neotrypaea biffari,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,14763,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neotrypaea californiensis,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,14376,11.5,2.44,110,,2,,0.9,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,commercial
Neotrypaea gigas,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,14375,,,,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Neotrypaea harmandi,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,172323,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Neotrypaea japonica,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,15002,,,,,,,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Neotrypaea uncinata,Neotrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,14374,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Paratrypaea bouvieri,Paratrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,164910,,,,,,,,Tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Paratrypaea maldivensis,Paratrypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,162347,,,36,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Pestarella tyrrhena,Pestarella,Callianassidae,Decapoda,Malacostraca,Arthropoda,15006,,2,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Pestarella whitei,Pestarella,Callianassidae,Decapoda,Malacostraca,Arthropoda,140972,,,4,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Rayllianassa amboinensis,Rayllianassa,Callianassidae,Decapoda,Malacostraca,Arthropoda,153906,,,366,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Scallasis amboinae,Scallasis,Callianassidae,Decapoda,Malacostraca,Arthropoda,14746,,,21,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Trypaea australiensis,Trypaea,Callianassidae,Decapoda,Malacostraca,Arthropoda,14764,,,,,,2,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Callianidea laevicauda,Callianidea,Callianideidae,Decapoda,Malacostraca,Arthropoda,141096,,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Callianidea typa,Callianidea,Callianideidae,Decapoda,Malacostraca,Arthropoda,130979,,,5,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Crosniera dayrati,Crosniera,Callianideidae,Decapoda,Malacostraca,Arthropoda,155393,,,448,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Crosniera panie,Crosniera,Callianideidae,Decapoda,Malacostraca,Arthropoda,161787,,,40,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mictaxius salvati,Mictaxius,Callianideidae,Decapoda,Malacostraca,Arthropoda,155941,,,40,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Mictaxius thalassicola,Mictaxius,Callianideidae,Decapoda,Malacostraca,Arthropoda,141086,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Thomassinia moorea,Thomassinia,Callianideidae,Decapoda,Malacostraca,Arthropoda,156128,,,5,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Callichirus islagrande,Callichirus,Callichiridae,Decapoda,Malacostraca,Arthropoda,26156,,,3,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Callichirus kraussi,Callichirus,Callichiridae,Decapoda,Malacostraca,Arthropoda,15003,,,,,,,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Callichirus major,Callichirus,Callichiridae,Decapoda,Malacostraca,Arthropoda,26157,,,2,,1,,1.03,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Callichirus masoomi,Callichirus,Callichiridae,Decapoda,Malacostraca,Arthropoda,165555,4.83,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Michaelcallianassa indica,Michaelcallianassa,Callichiridae,Decapoda,Malacostraca,Arthropoda,165473,,,32,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Michaelcallianassa sinica,Michaelcallianassa,Callichiridae,Decapoda,Malacostraca,Arthropoda,172403,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Barbicambarus cornutus,Barbicambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26007,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Cambarellus blacki,Cambarellus,Cambaridae,Decapoda,Malacostraca,Arthropoda,25996,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Cambarus bartonii,Cambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26037,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Cambarus diogenes,Cambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26033,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Cambarus robustus,Cambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26299,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Distocambarus carlsoni,Distocambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26004,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Fallicambarus byersi,Fallicambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,25983,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Fallicambarus fodiens,Fallicambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,25987,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Faxonella clypeata,Faxonella,Cambaridae,Decapoda,Malacostraca,Arthropoda,26315,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Faxonius limosus,Faxonius,Cambaridae,Decapoda,Malacostraca,Arthropoda,26320,,,,,,,,temperate,benthic,"marine, freshwater",TRUE,FALSE,TRUE,Yes,Yes,
Hobbseus attenuatus,Hobbseus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26008,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Orconectes immunis,Orconectes,Cambaridae,Decapoda,Malacostraca,Arthropoda,26343,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Orconectes obscurus,Orconectes,Cambaridae,Decapoda,Malacostraca,Arthropoda,26361,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Orconectes propinquus,Orconectes,Cambaridae,Decapoda,Malacostraca,Arthropoda,26368,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Orconectes virilis,Orconectes,Cambaridae,Decapoda,Malacostraca,Arthropoda,26322,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Procambarus bivittatus,Procambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26046,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Procambarus clarkii,Procambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26385,,,,,,,,tropical,benthic,"brackish, freshwater",FALSE,TRUE,TRUE,Yes,Yes,commercial
Troglocambarus maclanei,Troglocambarus,Cambaridae,Decapoda,Malacostraca,Arthropoda,26101,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,
Baruna trigranulum,Baruna,Camptandriidae,Decapoda,Malacostraca,Arthropoda,130896,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Ilyogynnis microcheirum,Ilyogynnis,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381081,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Leptochryseus kuwaitense,Leptochryseus,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165558,,2,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Manningis arabicum,Manningis,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165559,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Moguai elongatum,Moguai,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381031,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Mortensenella forceps,Mortensenella,Camptandriidae,Decapoda,Malacostraca,Arthropoda,172479,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Nanusia starmuehlneri,Nanusia,Camptandriidae,Decapoda,Malacostraca,Arthropoda,162181,,,6,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Nasima dotilliformis,Nasima,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165549,,2,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Opusia indica,Opusia,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165560,,2,10,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Paracleistostoma depressum,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381087,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Paracleistostoma laciniatum,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,130897,,,,,,,,tropical,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Paracleistostoma longimanum,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381088,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Paracleistostoma mcneilli,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,130899,,,,,,,,tropical,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Paracleistostoma quadratum,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,130898,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Paracleistostoma wardi,Paracleistostoma,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381094,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Paratylodiplax blephariskios,Paratylodiplax,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165902,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Serenella leachii,Serenella,Camptandriidae,Decapoda,Malacostraca,Arthropoda,165711,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Tylodiplax tetratylophora,Tylodiplax,Camptandriidae,Decapoda,Malacostraca,Arthropoda,2381095,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Campylonotus arntzianus,Campylonotus,Campylonotidae,Decapoda,Malacostraca,Arthropoda,167131,,,587,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Campylonotus capensis,Campylonotus,Campylonotidae,Decapoda,Malacostraca,Arthropoda,142733,,,840,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Campylonotus semistriatus,Campylonotus,Campylonotidae,Decapoda,Malacostraca,Arthropoda,142735,,,2086,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Campylonotus vagans,Campylonotus,Campylonotidae,Decapoda,Malacostraca,Arthropoda,153974,,,506,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer amphioetus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26789,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer anthonyi,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26785,17.5,,70,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer bellianus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26787,22.1,,750,,,,13.2,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Cancer borealis,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26783,16,3.98,800,,,,10.383,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Cancer gibbosulus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,80967,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer gracilis,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26781,10,4.499,105,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer irroratus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26784,8.9,3.29,575,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Cancer johngarthi,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,162920,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer jordani,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26788,3.3,,105,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer novaezealandiae,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,139606,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cancer pagurus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,26786,20,,200,0.36,,,10.31,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,Yes,commercial
Cancer plebejus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,154468,15,,1138,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Cancer porteri,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,153509,12.3,,350,0.542,,,9.2,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Cancer productus,Cancer,Cancridae,Decapoda,Malacostraca,Arthropoda,27121,20,3.3,90,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,Yes,commercial
Glebocarcinus kashini,Glebocarcinus,Cancridae,Decapoda,Malacostraca,Arthropoda,167364,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Glebocarcinus oregonensis,Glebocarcinus,Cancridae,Decapoda,Malacostraca,Arthropoda,26782,4,,435,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Metacarcinus edwardsii,Metacarcinus,Cancridae,Decapoda,Malacostraca,Arthropoda,153524,16.83,3.55,45,,,,11.195,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,commercial
Metacarcinus magister,Metacarcinus,Cancridae,Decapoda,Malacostraca,Arthropoda,27124,22.5,3.45,360,,2.5,10,10.633,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,commercial
Platepistoma balssii,Platepistoma,Cancridae,Decapoda,Malacostraca,Arthropoda,154794,,,550,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Platepistoma nanum,Platepistoma,Cancridae,Decapoda,Malacostraca,Arthropoda,162417,,,560,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Romaleon antennarium,Romaleon,Cancridae,Decapoda,Malacostraca,Arthropoda,27122,15,,91,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,commercial
Romaleon branneri,Romaleon,Cancridae,Decapoda,Malacostraca,Arthropoda,27123,7.5,,30,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Romaleon setosum,Romaleon,Cancridae,Decapoda,Malacostraca,Arthropoda,154517,,,,0.48,2,,11.102,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Carcinus aestuarii,Carcinus,Carcinidae,Decapoda,Malacostraca,Arthropoda,83699,6.5,3.43,200,0.865,,,4.393,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,commercial
Carcinus maenas,Carcinus,Carcinidae,Decapoda,Malacostraca,Arthropoda,26397,10,3.5,200,,1.786,7,3.3,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,commercial
Carcinus mediterraneus,Carcinus,Carcinidae,Decapoda,Malacostraca,Arthropoda,9330,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Carpilius convexus,Carpilius,Carpiliidae,Decapoda,Malacostraca,Arthropoda,21379,15,3.23,95,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,commercial
Carpilius corallinus,Carpilius,Carpiliidae,Decapoda,Malacostraca,Arthropoda,26845,15,3.97,50,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,commercial
Carpilius maculatus,Carpilius,Carpiliidae,Decapoda,Malacostraca,Arthropoda,21380,18,4.0616,30,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,commercial
Erimacrus isenbeckii,Erimacrus,Cheiragonidae,Decapoda,Malacostraca,Arthropoda,27118,,3.39,300,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,commercial
Telmessus cheiragonus,Telmessus,Cheiragonidae,Decapoda,Malacostraca,Arthropoda,27117,10,,39,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus dolichopus,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,105614,,,238,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus micheleae,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106379,,,140,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus novaecaledoniae,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106380,,,270,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus ortmanni,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106392,,,90,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus rostratus,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106393,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Chirostylus stellaris,Chirostylus,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106394,,,30,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eumunida ampliata,Eumunida,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106395,,,458,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eumunida annulosa,Eumunida,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106398,,,650,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eumunida australis,Eumunida,Chirostylidae,Decapoda,Malacostraca,Arthropoda,105617,,,685,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eumunida balssi,Eumunida,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106400,,,732,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Eumunida bella,Eumunida,Chirostylidae,Decapoda,Malacostraca,Arthropoda,106401,,,698,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
