Gene_ID,cds_length
MIA,396
TPRA1,1122
CDK5RAP2,5682
ACO2,2343
GRID1,3030
CRLS1,906
PRRG1,657
CLIC5,756
CD37,846
FAT2,13050
GTPBP4,1905
PCLAF,336
RBM3,474
ACTBL2,1131
IL20RA,1662
JAK3,3375
PGAM5,870
PIWIL4,2559
KCNB1,2577
PSTPIP1,1251
LAMB4,5286
ADRM1,1224
PALB2,3561
CT55,795
PSMB1,726
NALF2,1419
LLGL1,3195
HSD17B6,954
WNT11,1065
APEX2,1557
SPTBN4,7695
OR11H12,981
HOXA1,1008
BCORL1,5358
SECISBP2L,3306
CGAS,1569
PAGE3,342
SPINDOC,1146
BEND3,2487
ARMH3,2070
IDS,1653
MAPK3,1140
ARPC1B,1119
SCAF8,3816
SLC28A2,1977
PRKAB1,813
PECAM1,2217
ZNF334,2043
NR1H2,1383
TDP2,1089
ZNF143,1917
VSIG10,1623
CDH15,2445
KIF3B,2244
ULK3,1419
SEC31A,3663
BPIFB1,1455
ZBTB2,1545
GINS2,558
SLC16A8,1515
CERS5,1179
DDO,1026
PARD6A,1038
TUBA3FP,258
GGTLC3,678
RIPPLY1,456
KIAA0930,1215
PKD1L2,7379
TMEM35A,504
OGFRL1,1356
XAGE5,327
ARHGAP12,2541
PNRC1,984
VWDE,4773
H2BC15,381
CTPS2,1761
TMEM230,363
DGCR2,1653
HEXD,1461
POP7,423
MLIP,2982
ZNF84,2217
ZNF417,1728
CTSV,1005
MCPH1,2508
ZNF621,1320
AP5Z1,2424
HDGFL2,2016
KCNK7,924
GNMT,888
AXIN1,2589
HIGD1A,282
HSD17B12,939
DDX55,1803
TASP1,1263
MAN2A2,3453
NFIB,1485
JPH1,1986
CDK19,1509
INO80E,735
SHPK,1437
ZNF706,231
CSNK1E,1251
GAGE10,351
PHF10,1497
ACTR8,1875
TRMT112,378
XPNPEP2,2025
KLK12,747
PEMT,711
NAA20,537
FKBP6,984
SCYGR1,267
SCAMP5,708
NUP62CL,555
SCYGR2,363
SCYGR3,303
SCYGR4,318
SCYGR5,258
SEMG1,1389
YIF1A,882
SCYGR6,318
SCYGR7,291
SCYGR8,327
FBXL12,981
NAPB,897
ACTL6B,1281
MAGEC1,3429
NUP37,981
HBA1,429
ZFX,2418
CDKN1A,495
RFT1,1626
MROH1,4926
EN1,1179
UHRF1,2382
CPA2,1260
KCTD10,942
SNPH,1617
SLC13A4,1884
NPAS4,2409
POPDC3,876
SYS1,471
WDR5,1005
SNX22,582
MRPL34,279
POLD3,1401
CPN1,1377
PMP22,483
IST1,1101
MLN,348
ZBP1,1290
SLC30A4,1290
CEACAM1,1581
NT5E,1725
FGF7,585
SLC25A40,1017
DBNDD2,486
SLC18A2,1545
GNG10,207
EFNB1,1041
STRC,5328
GPD1L,1056
CBX6,1239
DIAPH2,3306
NEU2,1143
GLIPR2,465
PPARA,1407
PLA2G7,1326
CAPN6,1926
RFK,468
KLF15,1251
CAVIN4,1095
LRRC15,1746
SPIN3,777
CDC25B,1743
STMND1,831
UPK1A,777
PGAM1,765
CLDN16,708
LARP4,2175
SLC35F1,1227
RASIP1,2892
PCSK6,2910
DLG2,2928
CRCP,447
HTR7,1440
AHNAK2,17388
CCDC172,777
KIF26A,5649
EXOSC7,876
RNF183,579
PIP,441
SLC52A1,1347
SMNDC1,717
LAMP2,1233
APOL6,1032
TOMM20L,459
RBX1,327
PDK4,1236
CCDC175,2382
SAXO5,1518
FHL5,855
GLE1,2097
SREBF1,3444
PSG11,1008
ZNF488,1023
NUTM2D,2421
GATAD1,810
YWHAH,741
ECHDC3,912
PTN,507
PDYN,765
CRLF1,1269
BCR,3816
SIRPG,1164
RPL10,645
DCBLD2,2328
REC114,801
GET4,984
CST5,429
ATG14,1479
GDI2,1338
LYSMD2,648
SLC24A3,1935
MGAT2,1344
RIOX1,1926
TOMM40,1086
ANGEL1,2013
NNAT,246
ISLR2,2238
PSCA,345
RNF114,687
DHODH,1188
CLVS1,1065
HOMEZ,1653
WDR86,1131
RPS29,171
FMC1,342
MYZAP,1401
B4GAT1,1248
FOXA3,1053
ASAH1,1188
TSKU,1062
KCNH2,3480
BFSP1,1998
RLN2,558
POMT2,2253
TSR3,939
FAM219A,558
UQCC1,900
SOBP,2622
TOM1,1479
ZNF134,1284
CD109,4338
SUPV3L1,2361
ADAMTSL5,1416
TMEM213,324
CIAO3,1431
YIPF6,711
LMOD2,1644
MAD2L1BP,825
RNF216,2772
MED24,2970
TUBE1,1428
HSPA8,1941
TYK2,3564
STARD8,3312
CNTNAP3,3867
TMEM255A,978
PRLH,264
CLEC3A,594
ZMIZ2,2763
DCTN5,549
OTC,1065
GALNT16,1677
BOLL,852
ITGA7,3414
PLG,2433
ZSWIM8,5505
CCDC78,1413
MEIS2,1434
PGK1,1254
APOBEC3G,1155
FAM163B,501
NTSR1,1257
GGTLC1,678
PCBP4,1212
BPIFB2,1377
CHEK2,1632
TMEM141,327
TIGD7,1650
SLX4IP,1227
RPP38,852
SCFD1,1929
TP53TG3D,375
NEXMIF,4551
BAX,579
AMELX,576
NFATC2IP,1260
GLI4,1131
BRINP1,2286
ZNF674,1731
SLC35G1,1098
CCM2L,1716
ESPNL,3018
EMD,765
CTSW,1131
NRG3,2091
POLR3F,951
TCP1,1671
LRRC8E,2391
CFDP1,900
ZCWPW1,1950
TRMT10B,951
GPAT4,1371
SCAPER,4203
RSPH6A,2154
PGRMC1,588
TLL2,3048
NOL4L,2043
GPM6B,987
PCNX3,6105
TUBB3,1353
PIP5K1C,2007
PCIF1,2115
GSTO2,732
SLC25A29,912
CACNA1F,5901
PTPDC1,2427
CAMK1D,1158
PKMYT1,1500
TMEM178B,885
ACOT1,1266
CDHR1,2580
MAN1B1,2100
TIMM9,270
STAT5A,2385
CCDC195,606
ABCF2,1872
POTEI,3228
TOP6BL,1536
AARS2,2958
DUSP26,636
KLHL13,1920
ENTPD7,1815
FAM209A,516
UCKL1,1647
PAGE2,336
PTGDR,1080
CDK9,1119
ZFAND4,2184
SAMD15,2025
ARX,1689
PYGO1,1260
KCNF1,1485
SYTL4,2016
CAPNS1,807
MESD,705
URM1,306
CDC40,1740
ERC1,3351
NT5C1B-RDH14,1809
PSME3IP1,765
ZKSCAN5,2520
SVEP1,10716
INTS14,1557
PISD,1230
GCM1,1311
IRAK1BP1,783
USP11,2763
STK3,1476
ZNG1F,1188
GPR4,1089
YAE1,681
FBXW10,3159
DAZAP1,1224
ZNF652,1821
SEMA3C,2256
SIRT3,1200
MARCHF4,1233
SSR1,861
TCF15,600
SNX5,1215
GGA1,1920
CRYGA,525
CPA6,1314
SEZ6,2985
GZMH,741
SMC1A,3702
CHRNB3,1377
THBS1,3513
PRKG1,2061
EXT1,2241
KMT5A,1059
PPP4R3A,2502
ADRA1A,1401
C17orf58,1020
MNS1,1488
SMS,1101
NRN1,429
PRDX3,771
POU5F1B,1080
PIK3C2G,4461
PIGO,3270
MAK16,903
YWHAB,741
YKT6,597
FURIN,2385
ZNF350,1599
PDZD11,423
VPS37A,1194
ANAPC11,255
PLCL1,3288
BBS1,1782
COG8,1839
CASD1,2394
EHD2,1632
MOGAT1,1008
ART4,945
GINS3,651
CIMIP1,414
UBC,2058
ZNF883,1140
RPGRIP1L,3948
ZNF468,1569
SLC19A3,1491
BRF1,2034
DRP2,2874
SPRN,456
NOXA1,1431
KLK8,783
TIAL1,1128
FGF13,738
LCTL,1704
DDX54,2646
FBXO41,2628
AAR2,1155
SH3BP1,2106
PNMA6F,1737
EOLA1,477
CYP2A13,1485
FAM117B,1770
GPR141,918
ABHD17A,933
POTEF,3228
SQOR,1353
PROKR1,1182
BMPER,2058
BCAS1,1890
RGS11,1404
PPM1F,1365
PCCB,1620
TMEM145,1482
DMWD,2025
SREBF2,3426
TRPM3,5160
LGALS14,420
ZEB2,3645
ZNF549,1923
HPS1,2103
FHL1,891
ZNF219,2169
VASP,1143
NQO1,825
RPRD1B,981
ZNF10,1722
MAP3K7,1821
JMJD6,1212
CHEK1,1431
SLC13A3,1809
SRRT,2631
KATNIP,4857
GOLGA5,2196
PIANP,831
TIMM13,288
WDR38,945
TNP1,168
SAPCD2,1185
SPATA31H1,16167
ZNF700,2229
FOSB,1017
PNPLA7,4029
TRIB3,1077
PKD1,12912
LIMA1,2280
TMEM98,681
SLC7A9,1464
FAM227B,1527
ZNRD2,600
N4BP2,5313
HM13,1281
SPRY3,867
ADAM20,2181
XKRX,1350
ARMCX2,1899
RPL12,498
LGALS2,399
UGT2B28,1590
HNRNPUL2,2244
GP1BB,621
SCO2,801
COPS4,1221
ITPKA,1386
FNDC1,5685
TRIM3,2235
YARS2,1434
SRRD,1020
PLCG2,3798
KCNK9,1125
SUMO2,288
SCART1,3084
PRKCSH,1608
TYMP,1449
EIF3H,1059
LIPF,1197
ARHGEF15,2526
LIPJ,1101
KLHDC3,1149
TRMT44,2274
AACS,2019
NPHP3,3993
OAT,1320
GDPD5,1818
DNPEP,1458
GOLGA7,414
RNPS1,918
ZBTB43,1404
LRPAP1,1074
DCX,1101
ATPAF2,870
MCTS2,546
CIDEC,717
TRRAP,11622
ISX,738
XRN2,2853
UBE2L3,465
ARMCX6,903
TMEM254,372
CECR2,4395
ZHX1,2622
FUNDC1,468
CRBN,1329
PCTP,645
MPP1,1401
EFCAB6,4506
POLE2,1584
NRSN1,588
DGKQ,2829
CTXN1,249
CSMD3,11124
ARHGEF18,4086
TRAF3IP2,1698
RPSA2,888
PDCD4,1410
POLR2G,519
DHX8,3663
SLC27A1,1941
DDX17,2190
STARD9,14103
HBG2,444
RRP36,780
RAB5B,648
SHISA8,1194
KCNT1,3708
IL2RG,1110
YDJC,972
TTI2,1527
RPL34,354
THUMPD1,1062
VMA21,306
VMA22,543
GASK1A,1728
NPIPB12,2787
TRMT2A,1878
STMN2,540
PCSK1N,783
PARP6,1893
PSMA2,705
TMA7,195
ZNF843,1047
GLOD4,897
ARSL,1770
PCGF5,771
SNX14,2841
MYC,1365
ZNF619,1731
GOT2,1293
SF3B2,2688
RALY,921
EYA1,1779
LAMTOR3,375
VSIR,936
IGLL1,642
MRPL4,936
TBC1D10A,1527
TFDP2,1341
SLC9A6,2040
CYP51A1,1530
DCK,783
CNOT2,1623
TUBAL3,1341
ADIRF,231
PTMA,333
HNRNPC,882
CACNG5,828
FFAR4,1086
TRIM60,1416
SLC10A7,1023
R3HCC1L,2337
RORB,1380
ANKS3,1971
C9orf153,288
ENHO,231
BICD2,2568
DENND6A,1827
IL17RA,2601
USP53,3222
ZFP28,2607
GABRA3,1479
WHRN,2724
RAB33A,714
RAB34,780
PTCHD1,2667
KALRN,8961
SIGLECL1,594
TLR8,3126
WDR13,1458
RAB36,804
ZNF578,1773
SMR3B,240
UBA6,3159
LIF,609
TRIM74,753
GBGT1,1044
SGTA,942
APOL2,1014
HYCC1,1566
UBE2V2,438
BLOC1S2,429
MB,465
CT45A8,570
TMEM37,573
DPYSL2,2034
BMX,2028
KCNK3,1185
BRI3,378
IFFO1,1716
GPR158,3648
SH2D4A,1365
RBM28,2280
SELENOO,2010
NHSL2,3678
KLHL36,1851
COMMD8,552
IL15RA,804
PTGS1,1800
TMSB4X,135
CRYBB1,759
NOX4,1737
UBE2C,540
MMAA,1257
IFT27,561
GDI1,1344
ZNF200,1188
ZNF816,1956
MAD2L1,618
TNIK,4083
KIF7,4032
MTG2,1221
ELF2,1782
THAP8,825
AIFM3,1818
KLF9,735
MLANA,357
ITGA3,3156
GRB10,1785
TMED1,684
CIITA,3393
ACSS1,2070
TMEM68,975
MAGEA11,1290
KCNN1,1632
ODAD2,3135
ABCB7,2259
PLCZ1,1827
AKAP7,1047
TLR10,2436
HHIPL1,2349
ZNF749,2337
C8orf76,1143
OSTC,450
RAB3D,660
SAV1,1152
CA10,987
NFILZ,870
HSF2,1611
TUBGCP4,2001
DHRS2,843
MKI67,9771
MND1,618
PAG1,1299
STAT2,2556
CTCFL,1992
GPR108,1632
C1QL3,768
ELOB,357
EMSY,4014
VLDLR,2622
FAM50B,978
ZNF394,1686
BLOC1S5,564
EXD2,1866
PRXL2A,690
KIFC2,2376
SLC49A3,1680
CYP3A7,1512
SNRNP25,372
SRSF3,495
KCTD19,2781
DLG4,2175
SLURP1,312
GSAP,2565
MMP15,2010
SARAF,1020
PHPT1,378
AAGAB,948
RTRAF,735
PPIL6,936
MSANTD1,837
HTR3D,1215
KDR,4071
IFIT1,1437
ACOT8,960
CPNE2,1647
SHOC1,4527
B3GNT5,1137
FRMD4A,3120
RAD54B,2733
RIMKLB,1161
PORCN,1386
CMA1,744
LSG1,1977
PRXL2C,681
SLC25A1,936
YIPF7,771
ZNF613,1854
CYP2C9,1473
SS18L2,234
GRK4,1737
CSE1L,2916
ANXA1,1041
MEA1,558
ELP3,1644
ZNF586,1209
SLC2A14,1494
MTRES1,723
BRICD5,687
TMEM220,483
GNA11,1080
TAFA5,399
TMEM47,546
TUFM,1368
CT45A1,570
PGF,513
PITPNB,816
ZFP36,981
FGFR3,2421
APOC4,384
ZNF22,675
CYP39A1,1410
NUTM2A,2637
TPGS1,873
SCAP,3840
SLC39A12,2076
RNF126,936
PNN,2154
ST14,2568
CSF2RB,2694
HMX2,822
SYBU,1992
CUEDC2,864
BBS9,2664
SLAIN2,1746
KHDC1,495
SLC17A8,1770
NPAS3,2802
DESI1,507
SEPTIN2,1086
C4orf51,609
LHFPL5,660
PRM1,156
RABL6,2190
COPS2,1332
TRABD,1131
ZFP30,1560
MT1X,186
ERO1A,1407
RENBP,1284
KATNB1,1968
RAP1GDS1,1824
TSPAN14,813
CEP250,7329
FYN,1614
NCR3LG1,1365
LCN6,492
UBA2,1923
ZMYM3,4113
CA3,783
SLC4A1,2736
FAM120AOS,771
ANO1,2961
NOP2,2439
CCNB2,1197
SECISBP2,2565
EHHADH,2172
AGO2,2580
PAPOLA,2238
CASR,3237
LIMD2,384
C20orf96,1092
SIRPB1,1197
CTR9,3522
C15orf39,3144
TP53INP1,723
LSM14B,1158
CHL1,3675
SPATC1,1776
MYO5A,5643
ZC3H7A,2916
PURG,1044
GGT5,1761
AP5S1,603
LRP4,5718
BRF2,1260
BMP7,1296
ATF5,849
VIRMA,5439
HCK,1581
DNASE1L2,900
YPEL2,360
MAJIN,651
CDR2,1365
SNX13,2874
GRM2,2619
ATOSB,1617
ADGRE5,2508
KRT17,1299
ETFA,1002
ORC6,759
SOX15,702
FRMPD3,5334
TSGA10IP,1671
SLITRK3,2934
ALYREF,795
GOT1L1,1266
CYP24A1,1545
ARMCX5,1677
SNAI2,807
SEC22A,924
RNF157,2040
ATP5MK,177
LDAF1,486
CSTPP1,996
FAM210B,579
SLC32A1,1578
TCEA2,900
CLU,1350
ALDH1A1,1506
NATD1,342
ASB11,972
TSR1,2415
NAAA,1080
MT1M,186
GTPBP3,1479
AFF2,3936
CCL22,282
IRX3,1506
DNMBP,4734
MT1H,186
RUVBL1,1371
MAPRE1,807
ZFP1,1224
TUNAR,198
SLC25A5,897
PPP1R3E,840
CALHM2,972
KMT5B,2658
FTO,1518
PCDH11X,4044
PPID,1113
YLPM1,6441
XAGE3,336
CRISP1,750
ITGB8,2310
SPIN1,789
FXYD4,270
ZNF90,1806
ASPSCR1,1662
HSCB,708
NLGN3,2547
SLC10A1,1050
ABRAXAS1,1230
CPXM2,2271
IMPG1,2394
MTCL2,4986
FLRT1,2025
CYREN,474
GP2,1605
IFITM3,402
MLC1,1134
EEF1A2,1392
HNRNPA1,1119
CUTC,822
MAPK14,1083
REPS2,1983
RBM23,1320
CBLL1,1476
NPIPB8,1299
SEPTIN1,1119
PIDD1,2733
SDC4,597
TMEM139,651
UBA3,1392
AGAP6,2061
PXMP4,639
EXOC1,2685
COXFA4,246
ARHGDIG,678
ARHGAP8,1302
RAB41,669
COX5A,453
GPCPD1,2019
LRRC8A,2433
TSNARE1,1542
NEUROD2,1149
RBM17,1206
PRPS1,957
SSH2,4353
NPIPB6,1278
SP4,2355
FBXL19,2025
ATRX,7479
PDCL,906
BET1,357
PML,2649
KCNG4,1560
IFT74,1803
PRMT7,2079
AOC1,2256
SNTA1,1518
GRM1,3585
DPYSL4,1719
SCX,606
KIF13B,5481
SLC26A11,1821
SLC24A4,1869
ARMC12,1023
RAB38,636
RBM18,573
RAB11FIP2,1539
COQ3,1110
PLAAT4,495
ABCB1,3843
GSS,1425
AGTR2,1092
GOT1,1242
DNAAF6,645
PRR22,1269
SAYSD1,552
VASH1,1098
SPZ1,1293
NCAN,3966
RECQL4,3627
TBXT,1311
AP1S2,483
SLC43A1,1680
CEP78,2118
FBXO5,1344
TAGLN3,600
JOSD1,609
ZNF497,1497
MT2A,186
BZW1,1260
ASAH2,2343
SETD3,1785
ZNF14,1929
MC1R,954
AGAP2,3579
SEPTIN3,2571
IGSF11,1296
POLR3K,327
SLX1B,828
ALDH16A1,2409
PABIR3,813
BBIP1,279
ZNF703,1773
RDH16,954
CEP15,387
AREG,759
SBF1,5682
KSR2,2853
RIPOR1,3660
OXTR,1170
MSANTD7,1086
TAPBPL,1407
ZP3,1275
TCEAL4,648
JAKMIP3,2541
SUCLG2,1299
LRRD1,2583
CFAP61,3714
CHRM5,1599
ZBTB6,1275
AGR2,528
ZNF106,5721
RECK,2916
ZNF384,1827
CUL4B,2688
SORBS2,3903
PARP16,969
CRHR2,1236
DIRAS1,597
ZNF385B,1461
BTBD18,2139
SLC16A12,1551
SLC2A13,1947
OR4D1,933
LINGO1,1863
ARHGAP40,2028
STAC2,1236
IGHMBP2,2982
SIGLEC1,5130
SMC2,3594
LIG1,2760
GOLT1B,417
ALDOA,1257
LIPA,1200
CHRNA4,1884
CAPZA2,861
C15orf61,474
PDE6H,252
LRRN4,2223
RBM6,3372
NCBP2L,462
HAUS7,1077
DIS3L,3165
NSFL1C,1113
TWF1,1053
SPATA20,2409
VTA1,924
MPZL2,648
PI4KA,6309
ZNF276,1845
MRPS24,504
USP49,2067
DYRK4,1905
HDAC6,3648
ZSCAN31,1221
ARHGAP39,3345
ATP6V0A4,2523
DPM2,255
CFAP43,4998
SNX33,1725
ACVR1B,1518
VPS4A,1314
LEO1,2001
FNDC11,957
PDCD1LG2,822
SDR16C5,930
DDRGK1,945
DYDC2,534
CX3CL1,1194
ABI2,1629
MICAL2,3375
SPIC,747
CMTM4,627
CPNE3,1614
DICER1,5769
AGTPBP1,3681
PGAP6,2316
TMPO,1365
GABRB3,1422
TSPAN15,885
SPMIP4,1773
ZSWIM1,1458
COX4I2,516
PTK7,3213
SMIM30,180
BCL2L1,702
RASSF9,1308
COQ5,984
NOS3,3612
DUOXA1,1032
GFOD2,1158
NLGN1,2532
KCNG1,1542
AP4S1,435
CABP1,1113
LMF1,1704
MICU1,1431
CA1,786
PRRT4,2700
RASSF3,717
BCKDHA,1338
POLDIP3,1266
CADPS,4062
ASCL1,711
GDAP1L1,1104
OASL,1545
LGMN,1302
GBX1,1092
CHST5,1236
SMTNL2,1386
SPTLC1,1422
CFAP251,3450
SLC9A5,2691
TMEM242,426
MISP,2040
SNX21,1122
MTMR7,1983
SLC26A3,2295
TAFA2,396
LHFPL7,603
TOMM22,429
ARG1,969
FLRT3,1950
SBK1,1275
CDC42EP1,1176
HNF4A,1359
NUDT19,1128
TECTB,990
THAP1,642
SERTAD1,711
ASGR2,921
NHLRC4,372
MGAT3,1602
SERTAD3,591
ANKRD22,576
PLLP,549
EGR2,1431
APOBEC3D,1161
MLF1,852
NLRC3,3198
NFAM1,813
ALDH2,1554
SAMD10,609
RSPH4A,2151
PIK3IP1,792
NUDT18,972
METTL24,1101
POLL,1728
TP53AIP1,375
RALGAPB,4485
ATP6V0C,468
LINC03040,729
POMK,1053
ADSL,1455
CSTF2,1734
FPR1,1053
ADAT1,1509
SHANK2,5550
ZNF837,1596
TUSC3,1047
SIGMAR1,672
ZNF677,1755
BCLAF1,2763
RPL22L1,369
APOBR,3294
IL34,729
EML1,2448
LRRC4,1962
ANAPC1,5835
KPTN,1311
HOXA11,942
TENT5D,1170
UNKL,2202
ATP6AP2,1053
ILDR1,1641
ACO1,2670
MS4A8,753
PNPLA8,2349
C5AR1,1053
GRIN2A,4395
SNAPC2,1005
ADAM33,2442
PLCB2,3558
PSG1,1260
RUNX1T1,1815
VWA5A,2361
ANGPTL6,1413
HMHB1,126
C14orf132,252
C1QTNF6,837
RSAD1,1329
SPATA31J1,714
MTMR3,3597
ZNF160,2457
KIAA0586,4647
ADH5,1125
AQP5,798
PDCD10,639
UTP14A,2316
HDC,1989
WDR83OS,321
TMEM217,636
CDK17,1572
ORAI3,888
DLL3,1764
HINT3,549
DIDO1,6723
PSMB10,822
RAD21,1896
AKIRIN2,612
FOXB1,978
PHGR1,249
MAP4K1,2466
P2RX3,1194
RCN2,954
COL9A1,2766
DNAJC7,1485
BCL7C,654
MGARP,723
ADAM28,2328
PDE1C,2130
ZCCHC12,1209
C11orf68,882
MAGEA2,945
SHROOM3,5991
SFTPA1,747
VPS18,2922
CSRP3,585
ANKRD37,477
GNAO1,1065
SLC28A1,1950
TLR6,2391
MORC4,2814
NEK1,3861
GLDC,3063
GNRH2,342
VTI1B,699
BCAS4,522
ZSCAN5A,1491
ZNF16,2049
CLCN4,2283
SCNN1G,1950
NUDCD1,1752
CST2,426
TSHZ2,3105
MOV10L1,3636
ZFPM1,3021
CSNK2A1,1176
APPL2,1995
CACNG7,828
MTO1,2079
ADH7,1125
ZNF607,2091
CYB5R3,906
DPEP1,1236
RNF19A,2517
TTC17,3426
BMP3,1419
BCAM,1887
COQ6,1407
PLK4,2913
DHRS13,1134
ANXA13,951
SLC7A5,1524
ITGAE,3540
TCEA1,906
UBXN7,1470
ASPHD1,1173
ATP10D,4281
SNTN,444
KNOP1,1377
RPL13A,612
DENND1A,3213
DGKE,1704
PDF,732
ANKRD54,903
UBALD1,534
CHLSN,585
HSPB3,453
SHCBP1,2019
TRHR,1197
TMEM64,1143
FBLN2,3696
DISP2,4206
FBXO25,1077
CACNB1,1797
PKM,1596
POU4F3,1017
HABP4,1242
CRYBA4,591
LMBR1,1473
NAA15,2601
ARL6IP1,612
SGSM1,3282
ARF6,528
CARD16,294
CERT1,1875
GSKIP,420
SNX30,1314
P2RY10,1020
PGA4,1167
GRPR,1155
POLA1,4407
NYNRIN,5697
C16orf87,465
NSMF,1593
WDR89,1164
CCNE2,1215
CHKA,1374
MYDGF,522
INHBE,1053
ISCA2,465
DRG1,1104
PEX3,1122
HOXB8,732
MIPOL1,1329
SPACA3,648
RHBDF1,2568
SCLT1,2067
TRAFD1,1749
DYSF,6360
UBALD2,495
FAM162B,489
DENND3,3837
KPNA1,1617
ASRGL1,927
CTNNBL1,1692
RASL10A,612
IL2RB,1656
TAF7L,1131
DCXR,735
FUZ,1257
CPA5,1311
CENPI,2271
HR,3570
TOB2,1035
ADAMTS3,3618
YPEL1,360
HEATR4,3081
ELFN2,2463
NACAD,4689
IL13RA2,1143
CHKB,1188
SEPTIN11,1290
FLVCR2,1581
MASTL,2640
ACAD8,1248
TAF11L10,597
RTL9,4167
FAM50A,1020
SLC18A1,1578
ZSCAN23,1170
ANAPC7,1698
TSC1,3495
WFDC8,726
TRPC4AP,2394
TMEM219,723
DENND2A,3030
HEY2,1014
TET1,6411
LRRC66,2643
PHF3,6120
CHRD,2868
ZBTB42,1269
CUBN,10872
ADSS1,1374
HSPA4L,2520
SSC5D,4722
KAT6A,6015
BPIFC,1524
SATL1,2088
GPRIN2,1377
ADORA2A,1239
SPATA31G1,3240
ZNF174,1224
BRS3,1200
SPON2,996
PTPN3,2742
GPC2,1740
FBXL4,1866
CFAP20,582
SSX1,567
SSR4,522
CLDN15,687
GSTO1,726
SGF29,882
SMIM31,216
LRIT3,2040
RPS6KL1,1650
MAFF,495
SPATA18,1617
TMOD2,1056
DSCC1,1182
ABHD14B,633
MIOX,858
UCP2,930
NEBL,3045
AQR,4458
KREMEN2,1389
SH3KBP1,1998
UBXN8,813
CBR4,714
TBC1D13,1203
PICK1,1248
CCDC167,294
MAP3K14,2844
ANKRD31,5793
SERAC1,1965
USP19,4155
TSHR,2295
PLAC8L1,534
NDUFB7,414
MARVELD3,1206
NTN4,1887
ZDHHC11,1239
TACR3,1398
SETD1A,5124
ZNF432,1959
DTHD1,2721
CCDC42,951
DDB2,1284
RASAL3,3036
HAP1,1860
FZD3,2001
C9orf78,870
IDUA,1962
TMEM229B,504
NLRC5,5601
SYNGR2,675
ZNF248,1740
ZNF701,1398
EIF3E,1338
EPB41L4A,2061
SUPT16H,3144
CCL21,405
NAPA,888
CYP1A1,1539
GZMK,795
CYB561,756
NIPAL1,1233
TAF11L12,594
RPUSD3,1032
MZB1,570
C9orf72,1446
FAM216A,822
TUBB8,1335
HTR4,1167
PPA1,870
MYO9A,7647
MCM8,2523
CIMIP4,843
NFXL1,2736
NTF3,813
FIGNL2,1962
NAGA,1236
ZNF576,513
IK,1674
SEL1L,2385
CPNE8,1695
SKA2,366
E2F4,1242
SPC24,594
SLC1A2,1725
TUBB1,1356
EMILIN3,2301
GTPBP8,855
NANP,747
PHF23,1212
RBM12,2799
UBQLN1,1770
EDRF1,3717
LONP1,2880
RAB5IF,390
MYRFL,2733
NTN1,1815
STK11IP,3267
RAB11A,651
BCDIN3D,879
CYB5D1,687
PRSS33,843
LBP,1446
CBX1,558
SLC25A53,924
KNSTRN,951
NBDY,207
SIL1,1386
STUB1,912
IRAK4,1383
HMCES,1065
MSN,1734
FGF17,651
STOML2,1071
STX8,711
LETM1,2220
DMAC2L,603
CYP11B1,1512
SLC38A5,1419
ZNF554,1617
NOP56,1785
BOLA2B,261
MFAP4,768
TMEM169,894
HAPSTR1,828
DNAJB12,1128
CLEC17A,1137
ERMN,855
LRP3,2313
IL17RE,2004
CD180,1986
SNX25,3015
CCNO,1053
ARRDC3,1245
ZNF81,1986
SFXN3,966
ENTPD5,1287
CDC26,258
KDM1B,2469
ZNF446,1353
G6PD,1548
MIER3,1653
TNS2,4230
CCDC83,1242
WDR35,3513
ZNF79,1497
NBR1,2901
ZNF564,1662
B4GALNT4,3120
NUDT5,660
MRPL41,414
IGFBPL1,837
CAMSAP3,3750
CSF2,435
PITX1,945
ZNF165,1458
DHX30,3585
TMEM245,2640
IGSF9B,4314
TGM5,2163
SEPTIN5,1110
ASAH2B,483
DCTN4,1383
ASCL2,582
INO80,4671
SCN4B,687
ADARB2,2220
MTSS1,2268
FAM24B,285
WDR62,4572
PPP2R5B,1494
COX7B,243
FBXO7,1569
PTPN1,1308
ELN,2175
SNAP91,2724
GPRIN1,3027
TSPYL2,2082
SFTPA2,747
CCDC112,1590
ADH4,1143
DEFB123,204
LZTS3,2022
NUP50,1407
THOC3,1056
ZNF585B,2310
ANAPC10,558
SLC10A3,1434
NBN,2265
SCG3,1407
P2RY11,1125
FAM83D,1758
ZIK1,1464
RELA,1656
NKD1,1413
MBNL3,1065
SPO11,1191
FAM169A,2013
HSBP1,231
AMBP,1059
MRM3,1263
OGFR,2034
NOL3,627
HECTD2,2331
AKAP13,8442
PRORP,1752
SLC25A11,945
CBLB,2949
PHACTR3,1680
CPLANE1,9756
RPH3A,2085
KANTR,231
TGFB1I1,1386
FATE1,552
RNASE2,486
SCML2,2103
TNFAIP2,1965
EIF3A,4149
LARP7,1749
TIMM10,273
NFKBIA,954
BHMT2,1092
PGR,2802
SIX1,855
NDUFA1,213
LIME1,888
EPS15L1,2733
PROX2,1779
ATP6V1D,744
UBA1,3177
SLC6A4,1893
C20orf203,585
POLE3,444
PLIN1,1569
SCN3B,648
C5orf34,1917
SLC4A11,2628
STYX,672
CLEC7A,744
HBA2,429
SGK3,1491
CLTB,690
MAPK6,2166
LSM6,243
ZFPL1,933
TRIM41,1893
COX6A2,294
TGFBR1,1512
PNPLA3,1446
